playername,year,realERA,adjustedERA,diff
Kevin Millwood,1999,2.68,2.06,0.62
Blake Stein,1998,6.36,3.90,2.46
Jose Silva,1998,4.40,2.21,2.19
Carlton Loewer,1998,6.09,4.18,1.91
Ken Hill,1998,4.98,3.07,1.91
Bill Swift,1998,5.57,3.71,1.86
Matt Beech,1998,5.15,3.33,1.82
Steve Avery,1998,4.77,2.98,1.79
Geremi Gonzalez,1998,5.32,3.54,1.78
Seth Greisinger,1998,5.12,3.39,1.73
Jason Bere,1998,5.49,3.77,1.72
John Thomson,1998,4.81,3.14,1.67
Tyler Green,1998,5.03,3.38,1.65
Sidney Ponson,1998,5.18,3.55,1.63
Brad Woodall,1998,5.25,3.63,1.62
Jason Dickson,1998,7.11,5.53,1.58
Orlando Hernandez,1998,3.13,1.58,1.55
Doug Drabek,1998,7.19,5.65,1.54
Julio Santana,1998,4.47,2.94,1.53
Amaury Telemaco,1998,4.31,2.78,1.53
Hideo Nomo,1998,5.05,3.54,1.51
Wilson Alvarez,1998,4.73,3.23,1.50
Pete Schourek,1998,4.45,2.95,1.50
Glendon Rusch,1998,6.26,4.78,1.48
Mike Oquist,1998,6.25,4.78,1.47
Jim Parque,1998,5.10,3.64,1.46
Danny Darwin,1998,5.41,3.96,1.45
Jaime Navarro,1998,6.21,4.76,1.45
James Baldwin,1998,4.52,3.08,1.44
Hideki Irabu,1998,4.00,2.58,1.42
Shawn Estes,1998,5.06,3.66,1.40
Pat Rapp,1998,5.30,3.90,1.40
Hipolito Pichardo,1998,4.38,2.99,1.39
Pat Hentgen,1998,5.17,3.79,1.38
Mike Morgan,1998,4.28,2.93,1.35
Cal Eldred,1998,4.80,3.46,1.34
Darryl Kile,1998,5.20,3.87,1.33
Steve Woodard,1998,4.53,3.21,1.32
Javier Vazquez,1998,6.04,4.72,1.32
Ken Cloude,1998,6.37,5.07,1.30
Bob Tewksbury,1998,4.83,3.56,1.27
Mark Portugal,1998,4.44,3.19,1.25
Kevin Tapani,1998,4.79,3.56,1.23
Esteban Loaiza,1998,5.42,4.20,1.22
John Burkett,1998,5.68,4.47,1.21
Kerry Wood,1998,3.40,2.20,1.20
Eric Milton,1998,5.64,4.44,1.20
Carl Pavano,1998,4.07,2.87,1.20
Omar Olivares,1998,4.28,3.08,1.20
Mark Gardner,1998,4.27,3.08,1.19
Brad Radke,1998,4.30,3.12,1.18
Bret Saberhagen,1998,3.96,2.79,1.17
Rolando Arrojo,1998,3.56,2.39,1.17
Juan Guzman,1998,4.35,3.19,1.16
Sterling Hitchcock,1998,3.90,2.75,1.15
Charles Nagy,1998,5.22,4.07,1.15
Kent Mercker,1998,4.99,3.84,1.15
Omar Daal,1998,2.96,1.81,1.15
Brett Tomko,1998,4.44,3.29,1.15
Brian Meadows,1998,5.21,4.07,1.14
Ismael Valdez,1998,3.98,2.84,1.14
Tim Belcher,1998,4.27,3.13,1.14
Scott Karl,1998,4.40,3.27,1.13
Jeff Juden,1998,5.80,4.68,1.12
Jesus Sanchez,1998,4.50,3.38,1.12
Matt Morris,1998,2.53,1.42,1.11
Ramon Martinez,1998,2.83,1.72,1.11
Jaret Wright,1998,4.72,3.61,1.11
David Cone,1998,3.55,2.45,1.10
Mike Sirotka,1998,5.06,3.96,1.10
Woody Williams,1998,4.46,3.36,1.10
Brian Bohanon,1998,2.51,1.42,1.09
Aaron Sele,1998,4.23,3.14,1.09
Pedro Astacio,1998,6.23,5.15,1.08
Mike Mussina,1998,3.49,2.41,1.08
Brian Anderson,1998,4.33,3.25,1.08
Steve Sparks,1998,4.14,3.07,1.07
Andy Pettitte,1998,4.30,3.23,1.07
Jamey Wright,1998,5.67,4.60,1.07
Kevin Millwood,1998,4.14,3.07,1.07
Jose Rosado,1998,4.68,3.62,1.06
Chan Ho Park,1998,3.71,2.66,1.05
Rick Reed,1998,3.48,2.43,1.05
Tony Saunders,1998,4.12,3.07,1.05
Denny Neagle,1998,3.59,2.55,1.04
Bartolo Colon,1998,3.71,2.68,1.03
Dave Mlicki,1998,4.57,3.56,1.01
Darren Oliver,1998,5.73,4.72,1.01
Jimmy Haynes,1998,5.09,4.08,1.01
John Smoltz,1998,2.90,1.90,1.00
Randy Johnson,1998,3.28,2.28,1.00
Mike Remlinger,1998,4.80,3.82,0.98
Masato Yoshii,1998,3.93,2.95,0.98
Jon Lieber,1998,4.11,3.13,0.98
Rick Helling,1998,4.41,3.43,0.98
Carlos Perez,1998,3.59,2.62,0.97
Tom Candiotti,1998,4.84,3.87,0.97
Jose Lima,1998,3.70,2.73,0.97
Andy Ashby,1998,3.34,2.38,0.96
Chris Peters,1998,3.83,2.87,0.96
Mark Clark,1998,4.84,3.90,0.94
Andy Benes,1998,3.97,3.04,0.93
Willie Blair,1998,4.98,4.05,0.93
Kirk Rueter,1998,4.36,3.43,0.93
Chris Carpenter,1998,4.67,3.74,0.93
Dave Burba,1998,4.14,3.22,0.92
Justin Thompson,1998,4.05,3.14,0.91
Steve Trachsel,1998,4.60,3.70,0.90
Tim Wakefield,1998,4.50,3.61,0.89
Pedro Martinez,1998,2.89,2.00,0.89
Chuck Finley,1998,3.39,2.52,0.87
Dwight Gooden,1998,3.76,2.89,0.87
Livan Hernandez,1998,4.72,3.85,0.87
Jamie Moyer,1998,3.53,2.66,0.87
Francisco Cordova,1998,3.31,2.44,0.87
David Wells,1998,3.49,2.63,0.86
Brian Moehler,1998,3.90,3.05,0.85
Jason Schmidt,1998,4.07,3.23,0.84
Pete Harnisch,1998,3.14,2.30,0.84
Scott Erickson,1998,4.01,3.18,0.83
Sean Bergman,1998,3.75,2.93,0.82
Curt Schilling,1998,3.25,2.44,0.81
Dustin Hermanson,1998,3.18,2.37,0.81
Roger Clemens,1998,2.65,1.84,0.81
Orel Hershiser,1998,4.41,3.62,0.79
Shane Reynolds,1998,3.51,2.72,0.79
Joey Hamilton,1998,4.27,3.48,0.79
Greg Maddux,1998,2.22,1.46,0.76
Jeff Fassero,1998,3.97,3.21,0.76
Darren Dreifort,1998,4.36,3.61,0.75
Mike Hampton,1998,3.36,2.61,0.75
Tom Glavine,1998,2.47,1.74,0.73
Todd Stottlemyre,1998,3.74,3.01,0.73
LaTroy Hawkins,1998,5.25,4.58,0.67
Kenny Rogers,1998,3.17,2.54,0.63
Al Leiter,1998,2.47,1.85,0.62
Kevin Brown,1998,2.39,1.85,0.54
Bobby Jones,1998,4.52,4.05,0.47
Jim Bullinger,1997,5.68,3.88,1.80
Tony Saunders,1997,4.65,2.88,1.77
Jim Pittsley,1997,5.46,3.70,1.76
Jamey Wright,1997,6.25,4.55,1.70
Garrett Stephenson,1997,3.22,1.53,1.69
Chad Ogea,1997,4.99,3.30,1.69
Steve Karsay,1997,5.77,4.09,1.68
Jeff Suppan,1997,5.50,3.83,1.67
Robert Person,1997,5.58,3.94,1.64
Ben McDonald,1997,4.06,2.46,1.60
Scott Sanders,1997,6.45,4.86,1.59
Dave Burba,1997,4.80,3.21,1.59
Dwight Gooden,1997,4.96,3.38,1.58
LaTroy Hawkins,1997,5.84,4.26,1.58
Doug Drabek,1997,5.74,4.21,1.53
Mike Morgan,1997,4.79,3.28,1.51
Kevin Ritz,1997,5.87,4.36,1.51
Ramon Martinez,1997,3.64,2.14,1.50
Aaron Sele,1997,5.38,3.89,1.49
Mike Oquist,1997,4.81,3.36,1.45
Kenny Rogers,1997,6.27,4.83,1.44
Kevin Foster,1997,4.49,3.07,1.42
Glendon Rusch,1997,5.39,3.99,1.40
Ariel Prieto,1997,5.04,3.65,1.39
John Smiley,1997,5.31,3.93,1.38
Omar Olivares,1997,4.87,3.49,1.38
Pat Rapp,1997,4.80,3.44,1.36
Tom Candiotti,1997,3.83,2.50,1.33
Al Leiter,1997,4.34,3.02,1.32
Scott Erickson,1997,3.71,2.39,1.32
Jaime Navarro,1997,5.79,4.48,1.31
Ramon Garcia,1997,3.46,2.16,1.30
Mark Leiter,1997,5.67,4.38,1.29
Ken Hill,1997,4.55,3.30,1.25
John Thomson,1997,4.71,3.48,1.23
Dave Mlicki,1997,4.00,2.77,1.23
Tim Belcher,1997,5.02,3.82,1.20
Orel Hershiser,1997,4.47,3.27,1.20
Matt Beech,1997,5.07,3.87,1.20
Tim Wakefield,1997,4.32,3.14,1.18
David Wells,1997,4.21,3.03,1.18
Jeff D'Amico,1997,4.71,3.54,1.17
Sterling Hitchcock,1997,5.26,4.10,1.16
Brian Moehler,1997,4.67,3.51,1.16
Jason Schmidt,1997,4.60,3.44,1.16
Todd Stottlemyre,1997,3.88,2.73,1.15
Scott Karl,1997,4.47,3.35,1.12
Frank Castillo,1997,5.29,4.17,1.12
Steve Trachsel,1997,4.51,3.39,1.12
James Baldwin,1997,5.27,4.16,1.11
Rich Robertson,1997,5.90,4.80,1.10
Terry Mulholland,1997,4.05,2.96,1.09
Allen Watson,1997,4.79,3.70,1.09
Carlos Perez,1997,3.85,2.77,1.08
Chuck Finley,1997,4.23,3.15,1.08
Mark Clark,1997,3.74,2.67,1.07
Bob Tewksbury,1997,4.22,3.16,1.06
Cal Eldred,1997,4.99,3.93,1.06
Jason Dickson,1997,4.42,3.37,1.05
Jamie Moyer,1997,3.86,2.81,1.05
Tom Gordon,1997,3.59,2.54,1.05
Roger Clemens,1997,2.05,1.00,1.05
Jon Lieber,1997,4.54,3.51,1.03
Kirk Rueter,1997,3.45,2.42,1.03
Geremi Gonzalez,1997,4.25,3.23,1.02
Scott Kamieniecki,1997,4.01,2.99,1.02
Bobby Witt,1997,4.90,3.88,1.02
Dustin Hermanson,1997,3.73,2.71,1.02
Jeff Juden,1997,4.40,3.38,1.02
Danny Darwin,1997,4.33,3.31,1.02
Dennis Springer,1997,5.14,4.13,1.01
Wilson Alvarez,1997,3.48,2.48,1.00
Mark Gardner,1997,4.29,3.29,1.00
Pedro Astacio,1997,4.22,3.22,1.00
Willie Blair,1997,4.17,3.18,0.99
Kent Mercker,1997,4.03,3.04,0.99
Shane Reynolds,1997,4.23,3.24,0.99
Francisco Cordova,1997,3.63,2.64,0.99
Brett Tomko,1997,3.15,2.17,0.98
Bobby Jones,1997,4.06,3.08,0.98
Andy Ashby,1997,4.13,3.16,0.97
Alan Benes,1997,2.89,1.94,0.95
Hideo Nomo,1997,4.25,3.30,0.95
Roger Bailey,1997,4.29,3.35,0.94
Rick Reed,1997,2.98,2.04,0.94
Tom Glavine,1997,2.96,2.02,0.94
Brad Radke,1997,3.87,2.94,0.93
John Burkett,1997,4.56,3.63,0.93
Jose Rosado,1997,4.69,3.77,0.92
Kevin Brown,1997,2.69,1.77,0.92
Esteban Loaiza,1997,4.19,3.27,0.92
David Cone,1997,2.82,1.91,0.91
Joey Hamilton,1997,4.32,3.41,0.91
Jose Mercedes,1997,3.69,2.80,0.89
Charles Nagy,1997,4.28,3.40,0.88
Alex Fernandez,1997,3.59,2.72,0.87
Woody Williams,1997,4.35,3.49,0.86
Jimmy Key,1997,3.43,2.58,0.85
Curt Schilling,1997,2.97,2.12,0.85
Darren Oliver,1997,4.20,3.36,0.84
Steve Cooke,1997,4.30,3.46,0.84
Chan Ho Park,1997,3.40,2.58,0.82
Denny Neagle,1997,2.97,2.16,0.81
Mike Hampton,1997,3.83,3.03,0.80
Jeff Fassero,1997,3.61,2.82,0.79
Pat Hentgen,1997,3.68,2.89,0.79
Mike Mussina,1997,3.20,2.41,0.79
Greg Maddux,1997,2.20,1.42,0.78
Matt Morris,1997,3.19,2.41,0.78
John Smoltz,1997,3.02,2.24,0.78
Andy Benes,1997,3.10,2.34,0.76
Ismael Valdez,1997,2.65,1.89,0.76
Shawn Estes,1997,3.18,2.43,0.75
Kevin Appier,1997,3.40,2.67,0.73
Chris Holt,1997,3.54,2.83,0.71
Randy Johnson,1997,2.30,1.60,0.70
Pedro Martinez,1997,1.90,1.26,0.64
Andy Pettitte,1997,2.88,2.25,0.63
Darryl Kile,1997,2.57,1.99,0.58
Justin Thompson,1997,3.02,2.48,0.54
Rick Aguilera,1996,5.42,3.33,2.09
Marvin Freeman,1996,6.02,3.94,2.08
Jason Grimsley,1996,6.71,4.67,2.04
Kevin Jarvis,1996,6.15,4.17,1.98
Kevin Gross,1996,6.03,4.06,1.97
Jim Bullinger,1996,7.40,5.48,1.92
Ricky Bones,1996,6.13,4.31,1.82
Jim Abbott,1996,7.90,6.09,1.81
Rocky Coppinger,1996,5.24,3.48,1.76
Mike Morgan,1996,4.63,2.91,1.72
Don Wengert,1996,5.64,3.95,1.69
Paul Wilson,1996,5.38,3.73,1.65
Doug Johns,1996,6.04,4.45,1.59
Aaron Sele,1996,5.32,3.77,1.55
Dennis Martinez,1996,4.50,2.96,1.54
Scott Sanders,1996,3.42,1.94,1.48
Kenny Rogers,1996,4.68,3.20,1.48
John Wasdin,1996,5.78,4.32,1.46
Ariel Prieto,1996,4.15,2.70,1.45
Mark Gubicza,1996,5.13,3.68,1.45
Steve Avery,1996,4.07,2.64,1.43
Jimmy Key,1996,4.68,3.26,1.42
Mark Thompson,1996,5.46,4.04,1.42
Paul Quantrill,1996,6.29,4.89,1.40
Mike Williams,1996,5.37,4.00,1.37
Scott Aldred,1996,6.57,5.21,1.36
Danny Darwin,1996,3.82,2.50,1.32
Jose Rosado,1996,3.21,1.90,1.31
Bob Wolcott,1996,5.52,4.21,1.31
Pat Rapp,1996,5.10,3.80,1.30
Mark Langston,1996,4.82,3.52,1.30
Tom Gordon,1996,5.59,4.30,1.29
Alan Benes,1996,4.88,3.59,1.29
Orel Hershiser,1996,4.24,2.95,1.29
Darren Oliver,1996,4.66,3.38,1.28
Felipe Lira,1996,5.22,3.95,1.27
Dwight Gooden,1996,5.01,3.75,1.26
Tom Candiotti,1996,4.43,3.18,1.25
Scott Karl,1996,4.86,3.62,1.24
Jason Isringhausen,1996,4.77,3.53,1.24
Frank Castillo,1996,5.28,4.04,1.24
Shawn Boskie,1996,5.43,4.22,1.21
David Wells,1996,5.14,3.94,1.20
Doug Drabek,1996,4.57,3.38,1.19
Rich Robertson,1996,5.31,4.13,1.18
Omar Olivares,1996,4.89,3.71,1.18
Mark Gardner,1996,4.48,3.31,1.17
William VanLandingham,1996,5.40,4.24,1.16
Erik Hanson,1996,5.41,4.25,1.16
John Smiley,1996,3.61,2.45,1.16
Kevin Ritz,1996,5.28,4.14,1.14
Frankie Rodriguez,1996,5.24,4.10,1.14
James Baldwin,1996,4.42,3.29,1.13
Darryl Kile,1996,4.25,3.13,1.12
Jamie Moyer,1996,4.05,2.93,1.12
Todd Stottlemyre,1996,3.90,2.78,1.12
Chad Ogea,1996,4.16,3.05,1.11
Jack McDowell,1996,5.11,4.00,1.11
Curt Schilling,1996,3.19,2.09,1.10
Terry Mulholland,1996,4.66,3.57,1.09
Tim Wakefield,1996,5.14,4.06,1.08
Andy Pettitte,1996,3.92,2.85,1.07
John Burkett,1996,4.24,3.17,1.07
Chris Haney,1996,4.70,3.63,1.07
Joey Hamilton,1996,4.19,3.13,1.06
Donne Wall,1996,4.50,3.46,1.04
Donovan Osborne,1996,3.53,2.49,1.04
Bob Tewksbury,1996,4.20,3.17,1.03
Ken Hill,1996,3.63,2.61,1.02
Juan Guzman,1996,2.93,1.91,1.02
Bobby Jones,1996,4.42,3.41,1.01
Roger Pavlik,1996,5.19,4.19,1.00
Rheal Cormier,1996,4.27,3.27,1.00
Kevin Tapani,1996,4.59,3.60,0.99
Mike Mussina,1996,4.81,3.82,0.99
Denny Neagle,1996,3.50,2.51,0.99
Osvaldo Fernandez,1996,4.42,3.44,0.98
Ramon Martinez,1996,3.39,2.42,0.97
Tom Glavine,1996,2.98,2.02,0.96
Scott Erickson,1996,5.02,4.08,0.94
Chuck Finley,1996,4.16,3.22,0.94
Armando Reynoso,1996,4.96,4.03,0.93
Allen Watson,1996,4.61,3.68,0.93
Tim Belcher,1996,3.92,3.00,0.92
Wilson Alvarez,1996,4.22,3.31,0.91
Bobby Witt,1996,5.41,4.51,0.90
Steve Trachsel,1996,3.03,2.13,0.90
Fernando Valenzuela,1996,3.58,2.69,0.89
Sterling Hitchcock,1996,5.35,4.46,0.89
John Smoltz,1996,2.94,2.06,0.88
Shane Reynolds,1996,3.65,2.77,0.88
Pedro Astacio,1996,3.57,2.69,0.88
Brad Radke,1996,4.46,3.59,0.87
Jaime Navarro,1996,3.92,3.06,0.86
Andy Benes,1996,3.77,2.91,0.86
Mike Hampton,1996,3.59,2.73,0.86
Ben McDonald,1996,3.90,3.05,0.85
Kevin Appier,1996,3.62,2.78,0.84
Mark Portugal,1996,3.89,3.05,0.84
Dave Burba,1996,3.87,3.05,0.82
Andy Ashby,1996,3.23,2.42,0.81
Mark Leiter,1996,4.77,3.96,0.81
Ismael Valdez,1996,3.32,2.52,0.80
Pedro Martinez,1996,3.70,2.91,0.79
Pete Harnisch,1996,4.21,3.43,0.78
Alex Fernandez,1996,3.45,2.68,0.77
Roger Clemens,1996,3.63,2.87,0.76
Pat Hentgen,1996,3.22,2.46,0.76
Al Leiter,1996,2.93,2.20,0.73
Jeff Fassero,1996,3.30,2.60,0.70
Charles Nagy,1996,3.41,2.71,0.70
Greg Maddux,1996,2.72,2.03,0.69
Mark Clark,1996,3.43,2.81,0.62
Kevin Brown,1996,1.89,1.27,0.62
Hideo Nomo,1996,3.19,2.64,0.55
Bill Swift,1995,4.94,2.47,2.47
Paul Wagner,1995,4.84,3.00,1.84
Zane Smith,1995,5.69,3.90,1.79
Steve Ontiveros,1995,4.37,2.59,1.78
Ron Darling,1995,6.23,4.47,1.76
Pete Harnisch,1995,3.68,1.94,1.74
Scott Karl,1995,4.17,2.44,1.73
William VanLandingham,1995,3.67,1.96,1.71
Brian Givens,1995,4.95,3.26,1.69
Mark Clark,1995,5.43,3.77,1.66
Jason Bere,1995,7.19,5.55,1.64
Allen Watson,1995,5.45,3.83,1.62
Roger Clemens,1995,4.18,2.57,1.61
Mike Moore,1995,7.53,5.93,1.60
Jason Jacome,1995,6.40,4.80,1.60
John Ericks,1995,4.66,3.07,1.59
Steve Trachsel,1995,5.15,3.56,1.59
Bret Saberhagen,1995,4.18,2.59,1.59
Juan Guzman,1995,6.32,4.75,1.57
Danny Jackson,1995,5.90,4.34,1.56
Michael Mimbs,1995,4.24,2.70,1.54
Bob Tewksbury,1995,4.58,3.05,1.53
Darryl Kile,1995,4.87,3.35,1.52
Greg Swindell,1995,4.44,2.92,1.52
Shawn Boskie,1995,5.64,4.14,1.50
Jamie Moyer,1995,5.16,3.68,1.48
Donovan Osborne,1995,3.81,2.35,1.46
Mark Petkovsek,1995,4.16,2.70,1.46
Butch Henry,1995,2.84,1.41,1.43
Kevin Appier,1995,3.89,2.46,1.43
Esteban Loaiza,1995,5.25,3.83,1.42
Curt Schilling,1995,3.57,2.16,1.41
Kent Mercker,1995,4.24,2.83,1.41
Mike Harkey,1995,5.70,4.32,1.38
Tom Gordon,1995,4.43,3.06,1.37
Sean Bergman,1995,5.12,3.75,1.37
Pat Rapp,1995,3.44,2.12,1.32
Doug Drabek,1995,4.77,3.48,1.29
Andy Pettitte,1995,4.13,2.84,1.29
Felipe Lira,1995,4.30,3.01,1.29
Chuck Finley,1995,4.21,2.95,1.26
Sterling Hitchcock,1995,4.70,3.44,1.26
Kevin Gross,1995,5.58,4.33,1.25
Terry Mulholland,1995,5.83,4.59,1.24
Ramon Martinez,1995,3.66,2.42,1.24
Jim Bullinger,1995,4.14,2.91,1.23
Pete Schourek,1995,3.22,2.00,1.22
Ricky Bones,1995,4.60,3.38,1.22
Scott Erickson,1995,4.79,3.57,1.22
Carlos Perez,1995,3.72,2.50,1.22
Bobby Witt,1995,4.13,2.91,1.22
Tyler Green,1995,5.18,3.97,1.21
Steve Sparks,1995,4.62,3.41,1.21
Bill Pulsipher,1995,3.98,2.81,1.17
Charles Nagy,1995,4.55,3.38,1.17
Roger Pavlik,1995,4.37,3.21,1.16
Chris Hammond,1995,3.83,2.67,1.16
Alex Fernandez,1995,3.80,2.65,1.15
Steve Avery,1995,4.67,3.52,1.15
Mark Portugal,1995,4.01,2.87,1.14
Wilson Alvarez,1995,4.32,3.19,1.13
Mark Langston,1995,4.60,3.47,1.13
Jack McDowell,1995,3.93,2.81,1.12
Tom Candiotti,1995,3.50,2.39,1.11
Kevin Tapani,1995,4.99,3.89,1.10
Hideo Nomo,1995,2.54,1.45,1.09
Ken Hill,1995,4.62,3.53,1.09
Mike Morgan,1995,3.56,2.49,1.07
Randy Johnson,1995,2.54,1.47,1.07
Andy Benes,1995,4.76,3.69,1.07
Mike Hampton,1995,3.35,2.29,1.06
Kevin Foster,1995,4.55,3.49,1.06
Ismael Valdez,1995,3.06,2.01,1.05
Pat Hentgen,1995,5.11,4.07,1.04
Tim Belcher,1995,4.52,3.49,1.03
Dave Mlicki,1995,4.40,3.39,1.01
Tim Wakefield,1995,2.95,1.94,1.01
Bobby Jones,1995,4.19,3.20,0.99
Brad Radke,1995,5.26,4.28,0.98
Todd Stottlemyre,1995,4.55,3.57,0.98
Mike Mussina,1995,3.29,2.32,0.97
Chris Bosio,1995,4.92,3.95,0.97
John Burkett,1995,4.30,3.33,0.97
Erik Hanson,1995,4.24,3.27,0.97
Shane Reynolds,1995,3.47,2.52,0.95
Jim Abbott,1995,3.70,2.77,0.93
Andy Ashby,1995,2.94,2.03,0.91
Al Leiter,1995,3.64,2.73,0.91
Mark Gubicza,1995,3.75,2.85,0.90
Orel Hershiser,1995,3.87,2.98,0.89
Pedro Martinez,1995,3.51,2.63,0.88
Tom Glavine,1995,3.08,2.21,0.87
Mark Leiter,1995,3.68,2.81,0.87
Kevin Brown,1995,3.60,2.75,0.85
Kenny Rogers,1995,3.38,2.56,0.82
Jeff Fassero,1995,4.33,3.51,0.82
Frank Castillo,1995,3.21,2.40,0.81
David Wells,1995,3.24,2.44,0.80
John Smiley,1995,3.43,2.65,0.78
David Cone,1995,3.57,2.82,0.75
Jaime Navarro,1995,3.28,2.54,0.74
Paul Quantrill,1995,4.86,4.16,0.70
Joey Hamilton,1995,3.11,2.41,0.70
Denny Neagle,1995,3.43,2.74,0.69
Kevin Ritz,1995,4.37,3.68,0.69
Dennis Martinez,1995,3.08,2.43,0.65
John Smoltz,1995,3.18,2.60,0.58
Greg Maddux,1995,1.63,1.06,0.57
Dave Stewart,1994,5.87,3.75,2.12
Brian Anderson,1994,5.22,3.17,2.05
David Nied,1994,4.80,2.77,2.03
Paul Wagner,1994,4.84,2.91,1.93
Steve Cooke,1994,5.15,3.30,1.85
Scott Sanders,1994,4.95,3.10,1.85
Mark Gubicza,1994,4.50,2.71,1.79
Joe Hesketh,1994,4.43,2.65,1.78
Mark Langston,1994,4.68,2.91,1.77
Sid Fernandez,1994,5.15,3.40,1.75
Bill Swift,1994,3.38,1.67,1.71
Willie Banks,1994,5.40,3.70,1.70
Scott Kamieniecki,1994,3.83,2.14,1.69
Todd Van Poppel,1994,6.09,4.41,1.68
Dave Fleming,1994,6.46,4.79,1.67
David Weathers,1994,5.27,3.60,1.67
Greg Harris,1994,6.42,4.76,1.66
Erik Hanson,1994,4.12,2.48,1.64
Allen Watson,1994,5.52,3.88,1.64
Denny Neagle,1994,5.12,3.51,1.61
Ron Darling,1994,4.50,2.91,1.59
Charlie Hough,1994,5.15,3.57,1.58
Tom Candiotti,1994,4.25,2.68,1.57
Jim Deshaies,1994,7.39,5.83,1.56
Pedro Astacio,1994,4.29,2.73,1.56
Bill Gullickson,1994,5.98,4.43,1.55
Randy Johnson,1994,3.19,1.64,1.55
Anthony Young,1994,3.96,2.43,1.53
Bobby Witt,1994,5.04,3.55,1.49
Cal Eldred,1994,4.68,3.19,1.49
Pete Smith,1994,5.55,4.07,1.48
Phil Leftwich,1994,5.68,4.22,1.46
Darryl Kile,1994,4.57,3.12,1.45
Pat Rapp,1994,3.88,2.43,1.45
Terry Mulholland,1994,6.65,5.23,1.42
Jack Morris,1994,5.60,4.19,1.41
Tom Gordon,1994,4.35,2.95,1.40
John Burkett,1994,3.62,2.23,1.39
Bill Wegman,1994,4.51,3.14,1.37
Chris Bosio,1994,4.32,2.97,1.35
John Smoltz,1994,4.14,2.79,1.35
Kenny Rogers,1994,4.46,3.12,1.34
Kevin Tapani,1994,4.62,3.28,1.34
Al Leiter,1994,5.08,3.75,1.33
Steve Avery,1994,4.04,2.73,1.31
Mike Moore,1994,5.42,4.11,1.31
Mark Portugal,1994,3.93,2.63,1.30
Bob Tewksbury,1994,5.32,4.04,1.28
Pedro Martinez,1994,3.57,2.29,1.28
David Wells,1994,3.96,2.70,1.26
Aaron Sele,1994,3.83,2.57,1.26
Mark Clark,1994,3.82,2.56,1.26
Scott Erickson,1994,5.44,4.21,1.23
Greg Swindell,1994,4.37,3.14,1.23
Pat Mahomes,1994,4.73,3.52,1.21
Orel Hershiser,1994,3.79,2.58,1.21
Melido Perez,1994,4.10,2.90,1.20
Jon Lieber,1994,3.73,2.53,1.20
Joey Hamilton,1994,2.98,1.80,1.18
Andy Ashby,1994,3.40,2.23,1.17
Ben McDonald,1994,4.06,2.89,1.17
Kent Mercker,1994,3.29,2.13,1.16
Juan Guzman,1994,5.68,4.53,1.15
Tim Belcher,1994,5.89,4.74,1.15
Todd Stottlemyre,1994,4.42,3.29,1.13
Kevin Brown,1994,4.71,3.60,1.11
Kevin Appier,1994,3.83,2.72,1.11
Jason Bere,1994,3.81,2.71,1.10
Jeff Fassero,1994,2.99,1.89,1.10
Jim Abbott,1994,4.55,3.46,1.09
Pat Hentgen,1994,3.40,2.32,1.08
Wilson Alvarez,1994,3.45,2.38,1.07
Chuck Finley,1994,4.32,3.25,1.07
Mike Mussina,1994,3.06,1.99,1.07
Zane Smith,1994,3.31,2.24,1.07
Kevin Gross,1994,3.65,2.59,1.06
Roger Clemens,1994,2.85,1.79,1.06
Ramon Martinez,1994,3.97,2.92,1.05
Jack McDowell,1994,3.73,2.68,1.05
Jamie Moyer,1994,4.77,3.73,1.04
Bobby Jones,1994,3.15,2.12,1.03
Steve Trachsel,1994,3.21,2.19,1.02
Alex Fernandez,1994,3.86,2.85,1.01
Dennis Martinez,1994,3.52,2.51,1.01
Ken Hill,1994,3.32,2.34,0.98
Andy Benes,1994,3.86,2.89,0.97
Ricky Bones,1994,3.43,2.48,0.95
Doug Drabek,1994,2.84,1.92,0.92
John Smiley,1994,3.86,2.94,0.92
David Cone,1994,2.94,2.08,0.86
Charles Nagy,1994,3.45,2.61,0.84
Jimmy Key,1994,3.27,2.45,0.82
Tom Glavine,1994,3.97,3.16,0.81
Marvin Freeman,1994,2.82,2.04,0.78
Jose Rijo,1994,3.08,2.30,0.78
Bret Saberhagen,1994,2.74,2.02,0.72
Danny Jackson,1994,3.26,2.56,0.70
Greg Maddux,1994,1.56,1.03,0.53
Willie Blair,1993,5.03,2.39,2.64
Andy Ashby,1993,6.53,4.47,2.06
Chris Haney,1993,6.02,4.09,1.93
Tim Wakefield,1993,5.66,3.81,1.85
Chris Nabholz,1993,4.04,2.20,1.84
Tom Browning,1993,4.70,2.89,1.81
Pete Schourek,1993,5.47,3.67,1.80
John Smiley,1993,5.62,3.84,1.78
Paul Wagner,1993,3.96,2.21,1.75
Ben Rivera,1993,5.12,3.38,1.74
John Dopson,1993,4.83,3.22,1.61
Jack Morris,1993,6.19,4.64,1.55
Trevor Wilson,1993,3.65,2.14,1.51
Kent Bottenfield,1993,5.32,3.82,1.50
Jamie Moyer,1993,3.43,1.94,1.49
Fernando Valenzuela,1993,4.96,3.47,1.49
Mike Harkey,1993,5.26,3.84,1.42
Rheal Cormier,1993,4.22,2.80,1.42
Bill Wegman,1993,4.34,2.93,1.41
Dave Stewart,1993,4.44,3.03,1.41
Frank Castillo,1993,4.82,3.44,1.38
Mike Mussina,1993,4.46,3.08,1.38
Bob Wickman,1993,4.78,3.41,1.37
