playername,year,realERA,adjustedERA,diff
Rudy May,1965,3.60,2.74,0.86
Jon Lieber,1999,4.07,3.21,0.86
Bill Kennedy,1948,5.05,4.19,0.86
Burt Hooton,1981,2.28,1.42,0.86
Mike Mason,1985,5.14,4.28,0.86
Rankin Johnson,1915,3.48,2.62,0.86
Jim Slaton,1971,3.41,2.55,0.86
Bill Bevens,1947,4.00,3.14,0.86
Denny Neagle,2000,4.45,3.59,0.86
Phil Ortega,1965,4.95,4.09,0.86
Oliver Perez,2004,2.98,2.12,0.86
Jerry Casale,1959,4.32,3.46,0.86
Kevin Gross,1993,4.09,3.23,0.86
Bert Humphries,1914,2.38,1.52,0.86
Ken Forsch,1973,4.07,3.21,0.86
Fred Frankhouse,1937,4.29,3.43,0.86
David Cone,1999,3.44,2.58,0.86
Jeremy Guthrie,2007,3.44,2.58,0.86
Sheldon Jones,1948,3.59,2.73,0.86
Dontrelle Willis,2006,3.87,3.01,0.86
Freddie Fitzsimmons,1931,3.10,2.24,0.86
Jake Peavy,2014,3.73,2.87,0.86
John Dopson,1993,4.83,3.97,0.86
Marty Pattin,1973,4.49,3.63,0.86
Dave Dravecky,1986,3.07,2.21,0.86
Charlie Morton,2023,3.64,2.78,0.86
Andy Pettitte,2000,4.35,3.49,0.86
Clarence Mitchell,1924,5.72,4.86,0.86
Guy Morton,1919,2.70,1.84,0.86
Lloyd Brown,1930,4.58,3.72,0.86
Ron Schueler,1973,3.55,2.69,0.86
Jose Mesa,1993,4.94,4.08,0.86
Bob Steele,1916,3.56,2.70,0.86
Doug Brocail,1993,4.56,3.70,0.86
Andy Benes,1993,3.78,2.92,0.86
Eddie Solomon,1979,4.23,3.37,0.86
Mike Dunne,1988,3.98,3.12,0.86
Warren Hacker,1955,4.10,3.24,0.86
Johnny Podgajny,1942,3.99,3.13,0.86
Lefty Gomez,1933,3.09,2.23,0.86
Randy Lerch,1980,4.98,4.12,0.86
Ed Heusser,1946,3.43,2.57,0.86
George Kirby,2023,3.35,2.49,0.86
Drew Pomeranz,2016,3.35,2.49,0.86
Jim Wilson,1958,4.24,3.38,0.86
Mark Buehrle,2014,3.39,2.53,0.86
Phil Niekro,1985,4.09,3.23,0.86
Rick Porcello,2018,4.28,3.42,0.86
Camilo Pascual,1958,3.23,2.37,0.86
Mudcat Grant,1960,4.68,3.82,0.86
Ken Hill,1994,3.32,2.46,0.86
Red Munger,1949,3.88,3.02,0.86
Hugh McQuillan,1920,3.23,2.37,0.86
Jerry Ujdur,1982,3.69,2.83,0.86
Bucky Brandon,1966,3.02,2.16,0.86
George Mogridge,1916,2.51,1.65,0.86
Jim O'Toole,1966,3.57,2.71,0.86
Joel Pineiro,2005,5.62,4.76,0.86
Tom Zachary,1921,4.24,3.38,0.86
Glenn Abbott,1978,5.19,4.33,0.86
Fred Norman,1971,3.29,2.43,0.86
Hal Newhouser,1950,4.28,3.42,0.86
Steve Barber,1968,2.91,2.05,0.86
Marcus Stroman,2016,4.37,3.51,0.86
Sad Sam Jones,1919,3.78,2.92,0.86
Ray Prim,1945,2.34,1.48,0.86
C.J. Wilson,2014,4.51,3.65,0.86
Chris Codiroli,1983,4.32,3.46,0.86
Reb Russell,1914,3.02,2.16,0.86
Roy Parmelee,1936,4.28,3.42,0.86
Jim Beattie,1982,3.40,2.54,0.86
Hal Brown,1961,3.09,2.23,0.86
Paul Byrd,1999,4.60,3.74,0.86
Brandon Webb,2004,3.59,2.73,0.86
General Crowder,1935,4.27,3.41,0.86
Justin Verlander,2017,3.36,2.50,0.86
Tommy Bridges,1939,3.40,2.54,0.86
Jose Fernandez,2016,2.86,2.00,0.86
Paul Abbott,2001,4.30,3.44,0.86
Roger Clemens,1988,2.93,2.07,0.86
Livan Hernandez,2006,4.83,3.97,0.86
Aaron Nola,2022,3.25,2.39,0.86
Jeremy Bonderman,2004,4.88,4.02,0.86
Jason Schmidt,2004,3.20,2.34,0.86
Pete Redfern,1977,5.24,4.38,0.86
Tom Glavine,1988,4.56,3.70,0.86
Stephen Strasburg,2014,3.14,2.28,0.86
Lary Sorensen,1981,3.27,2.41,0.86
Eddie Plank,1901,3.24,2.38,0.86
Yordano Ventura,2015,4.08,3.22,0.86
Matt Keough,1982,5.72,4.86,0.86
Brian Fisher,1987,4.26,3.40,0.86
Tommy Bridges,1932,3.32,2.46,0.86
Dutch Leonard,1915,2.51,1.65,0.86
Jamie Moyer,1999,3.87,3.01,0.86
Lefty Stewart,1934,3.98,3.12,0.86
Carl Scheib,1952,4.20,3.34,0.86
Bob Forsch,1980,3.77,2.91,0.86
Doc Watson,1915,4.28,3.42,0.86
Johnny Niggeling,1943,2.59,1.73,0.86
Dick Littlefield,1953,5.91,5.05,0.86
Slim Sallee,1918,2.15,1.29,0.86
Chris Bosio,1987,5.22,4.36,0.86
Jered Weaver,2009,3.75,2.89,0.86
George Dumont,1917,2.82,1.96,0.86
Clayton Kershaw,2023,2.46,1.60,0.86
Jim Clancy,1988,4.53,3.67,0.86
Todd Stottlemyre,1997,3.88,3.02,0.86
Ismael Valdez,1995,3.06,2.20,0.86
David Wells,1998,3.49,2.63,0.86
John Danks,2013,4.75,3.89,0.86
James Baldwin,1996,4.42,3.56,0.86
Omar Olivares,1991,3.68,2.82,0.86
Ted Gray,1953,4.64,3.78,0.86
Clay Kirby,1972,3.09,2.23,0.86
Josh Johnson,2012,3.81,2.95,0.86
Virgil Trucks,1948,4.16,3.30,0.86
Beany Jacobson,1904,3.69,2.83,0.86
Kyle Freeland,2022,4.53,3.67,0.86
Roger Clemens,1993,4.46,3.61,0.85
Rick Helling,1998,4.41,3.56,0.85
Rolando Arrojo,1998,3.56,2.71,0.85
Jaret Wright,2004,3.28,2.43,0.85
Ed Lynch,1985,3.40,2.55,0.85
Tommy Byrne,1950,4.74,3.89,0.85
Curt Schilling,2003,2.95,2.10,0.85
Pete Vuckovich,1980,3.43,2.58,0.85
Dustin Hermanson,1999,4.20,3.35,0.85
Steve McCatty,1982,3.94,3.09,0.85
Steve Parris,1999,3.23,2.38,0.85
Pat Dobson,1973,4.57,3.72,0.85
Erik Bedard,2006,3.76,2.91,0.85
Bob Forsch,1983,4.40,3.55,0.85
Chuck Finley,1997,4.23,3.38,0.85
Dave Burba,2000,4.47,3.62,0.85
Masahiro Tanaka,2016,3.07,2.22,0.85
Yusei Kikuchi,2023,3.86,3.01,0.85
Bob Friend,1953,4.60,3.75,0.85
Burleigh Grimes,1917,4.04,3.19,0.85
Blix Donnelly,1945,3.34,2.49,0.85
Joe Giard,1925,4.43,3.58,0.85
Kirby Higbe,1939,4.96,4.11,0.85
Norm Bass,1961,4.45,3.60,0.85
Omar Daal,2001,4.46,3.61,0.85
Matt Clement,2001,5.05,4.20,0.85
Earl Wilson,1970,4.74,3.89,0.85
Ed Doheny,1901,2.45,1.60,0.85
Dick Selma,1969,4.07,3.22,0.85
Early Wynn,1949,3.97,3.12,0.85
Adam Wainwright,2016,4.62,3.77,0.85
Corbin Burnes,2023,3.39,2.54,0.85
Milt Gaston,1927,4.77,3.92,0.85
Jon Gray,2022,3.96,3.11,0.85
Anibal Sanchez,2013,2.57,1.72,0.85
John Buzhardt,1964,3.10,2.25,0.85
John Cerutti,1990,4.74,3.89,0.85
Steve Carlton,1970,3.67,2.82,0.85
Bill Beckmann,1939,5.47,4.62,0.85
Bill Gullickson,1987,4.86,4.01,0.85
Jamie Moyer,2002,3.32,2.47,0.85
Johnny Rigney,1939,3.72,2.87,0.85
Doug Davis,2009,4.12,3.27,0.85
Wiley Piatt,1901,4.00,3.15,0.85
Steve Barber,1967,4.07,3.22,0.85
Pedro Astacio,1993,3.57,2.72,0.85
Dennis Ribant,1967,4.11,3.26,0.85
Tommy Boggs,1981,4.00,3.15,0.85
Jerome Williams,2003,3.30,2.45,0.85
Brett Tomko,2005,4.53,3.68,0.85
Andy Ashby,1998,3.34,2.49,0.85
Tommy John,1981,2.63,1.78,0.85
Francisco Cordova,1997,3.63,2.78,0.85
Brian Bohanon,1998,2.51,1.66,0.85
Don Stanhouse,1976,4.01,3.16,0.85
Joe Magrane,1989,2.85,2.00,0.85
Pete Alexander,1924,2.96,2.11,0.85
Monty Stratton,1937,2.42,1.57,0.85
Guy Bush,1929,4.09,3.24,0.85
Lefty Gomez,1938,3.28,2.43,0.85
Jhoulys Chacin,2013,3.47,2.62,0.85
Greg Maddux,1988,3.18,2.33,0.85
R.A. Dickey,2010,2.86,2.01,0.85
Jerry Reuss,1988,3.51,2.66,0.85
Don Robinson,1990,4.42,3.57,0.85
Lefty Gomez,1939,3.41,2.56,0.85
George Zuverink,1954,3.67,2.82,0.85
Rich Gale,1980,3.98,3.13,0.85
Andy Hawkins,1986,4.37,3.52,0.85
Jim Hardin,1970,3.52,2.67,0.85
Charlie Root,1932,3.87,3.02,0.85
Mike Mussina,1999,3.50,2.65,0.85
Jim Tobin,1942,3.89,3.04,0.85
Jim Clancy,1984,5.12,4.27,0.85
Earl Whitehill,1928,4.36,3.51,0.85
Nelson Briles,1967,1.89,1.04,0.85
John Candelaria,1988,3.39,2.54,0.85
Carlos Zambrano,2007,3.95,3.10,0.85
Billy O'Dell,1958,3.12,2.27,0.85
Vic Lombardi,1947,3.10,2.25,0.85
Glen Hobbie,1962,5.02,4.17,0.85
Jose Santiago,1968,2.25,1.40,0.85
Walt Dickson,1913,3.38,2.53,0.85
Jorge Sosa,2005,2.62,1.77,0.85
Ken Hill,1996,3.63,2.78,0.85
German Marquez,2018,3.76,2.91,0.85
Clay Buchholz,2010,2.33,1.48,0.85
Fernando Arroyo,1977,4.48,3.63,0.85
Rick Sutcliffe,1985,3.18,2.33,0.85
Wade Miller,2001,3.40,2.55,0.85
Ray Narleski,1958,4.23,3.38,0.85
Rich Gale,1982,4.15,3.30,0.85
Greg Hibbard,1992,4.55,3.70,0.85
Doyle Alexander,1983,4.87,4.02,0.85
Miguel Batista,2003,3.47,2.62,0.85
Matt Keough,1981,3.40,2.55,0.85
Brandon Webb,2008,3.30,2.45,0.85
Milt Wilcox,1984,4.00,3.15,0.85
Roy Oswalt,2009,4.12,3.27,0.85
Yovani Gallardo,2013,4.18,3.33,0.85
Dick Coffman,1934,4.48,3.63,0.85
Gio Gonzalez,2010,3.23,2.38,0.85
Denny Galehouse,1947,3.86,3.01,0.85
Elden Auker,1937,3.77,2.92,0.85
Horacio Ramirez,2003,4.00,3.15,0.85
Monte Pearson,1938,4.03,3.18,0.85
Jim Kaat,1961,3.99,3.14,0.85
Jose Urquidy,2021,3.62,2.77,0.85
Jeff Juden,1998,5.80,4.95,0.85
Brad Hogg,1919,4.39,3.54,0.85
Mickey Haefner,1944,3.17,2.32,0.85
Clyde Wright,1972,2.98,2.13,0.85
Ed Lynch,1983,4.45,3.60,0.85
Claude Passeau,1936,3.08,2.23,0.85
George McConnell,1912,2.66,1.81,0.85
Jesse Haines,1931,2.93,2.08,0.85
Scott Kazmir,2015,3.10,2.25,0.85
Ron Darling,1989,3.52,2.67,0.85
John Burkett,1996,4.24,3.39,0.85
Bob Kuzava,1949,3.75,2.90,0.85
Todd Stottlemyre,1989,3.73,2.88,0.85
Rich Gossage,1976,3.85,3.00,0.85
Michael Wacha,2015,3.38,2.53,0.85
Johnny Podres,1957,2.68,1.83,0.85
Sterling Hitchcock,1998,3.90,3.05,0.85
Clarence Mitchell,1917,3.34,2.49,0.85
Don Lee,1963,3.70,2.85,0.85
Ruben Gomez,1958,4.70,3.85,0.85
Larry Benton,1927,4.21,3.36,0.85
Jack McDowell,1988,3.97,3.12,0.85
Bob Feller,1937,3.37,2.52,0.85
Tyler Anderson,2022,2.58,1.73,0.85
Kevin Jarvis,2001,4.79,3.94,0.85
Lefty Gomez,1936,4.36,3.51,0.85
Bert Blyleven,1980,3.77,2.93,0.84
Hideki Irabu,1999,4.84,4.00,0.84
Eddie Plank,1917,1.97,1.13,0.84
John Means,2019,3.73,2.89,0.84
Ted Wingfield,1925,4.29,3.45,0.84
Ivy Andrews,1932,3.96,3.12,0.84
Gene Schott,1935,3.82,2.98,0.84
Bob Moose,1973,3.66,2.82,0.84
Lee Tunnell,1983,3.80,2.96,0.84
Dutch Leonard,1946,3.61,2.77,0.84
Bob Hasty,1923,4.61,3.77,0.84
Nelson Briles,1969,3.61,2.77,0.84
Jake Westbrook,2006,4.17,3.33,0.84
Madison Bumgarner,2014,2.98,2.14,0.84
Hooks Dauss,1913,2.56,1.72,0.84
Kyle Lohse,2011,3.39,2.55,0.84
Camilo Pascual,1956,6.32,5.48,0.84
Darryl Kile,2000,3.91,3.07,0.84
John Smoltz,1998,2.90,2.06,0.84
Dick Newsome,1941,4.14,3.30,0.84
Matt Young,1983,3.15,2.31,0.84
Barry Zito,2012,4.15,3.31,0.84
Johnny Humphries,1943,3.31,2.47,0.84
John Candelaria,1980,4.05,3.21,0.84
Burt Hooton,1980,3.68,2.84,0.84
Mike Cuellar,1968,2.72,1.88,0.84
Kenny Rogers,2004,4.76,3.92,0.84
Joe Genewich,1924,5.40,4.56,0.84
Dennis Martinez,1985,5.31,4.47,0.84
Early Wynn,1958,4.15,3.31,0.84
Pat Zachry,1976,3.02,2.18,0.84
Erv Lange,1914,2.47,1.63,0.84
John Danks,2009,3.77,2.93,0.84
Art Houtteman,1954,3.33,2.49,0.84
Vic Raschi,1954,4.70,3.86,0.84
Jason Schmidt,2002,3.45,2.61,0.84
Bartolo Colon,2013,2.65,1.81,0.84
Geoff Zahn,1981,4.41,3.57,0.84
Fernando Valenzuela,1990,4.59,3.75,0.84
Juan Guzman,1996,2.93,2.09,0.84
Kevin Correia,2013,4.18,3.34,0.84
Herm Wehmeier,1951,3.47,2.63,0.84
Masato Yoshii,1998,3.93,3.09,0.84
Chris Volstad,2010,4.58,3.74,0.84
Dave Roberts,1975,4.46,3.62,0.84
John Lackey,2002,3.66,2.82,0.84
General Crowder,1931,3.80,2.96,0.84
Rudy May,1970,4.02,3.18,0.84
Tully Sparks,1902,3.87,3.03,0.84
Clarence Mitchell,1921,2.68,1.84,0.84
Jake Arrieta,2016,3.10,2.26,0.84
John Lackey,2010,4.40,3.56,0.84
Miguel Gonzalez,2013,3.81,2.97,0.84
Tommy Greene,1991,3.30,2.46,0.84
Jon Gray,2021,4.59,3.75,0.84
Fred Frankhouse,1934,2.88,2.04,0.84
Lee Grissom,1937,3.27,2.43,0.84
Babe Adams,1922,3.64,2.80,0.84
Andy Sonnanstine,2008,4.38,3.54,0.84
Red Embree,1947,3.45,2.61,0.84
Herb Pennock,1922,4.51,3.67,0.84
Russ Ortiz,1999,3.81,2.97,0.84
Erik Hanson,1991,3.81,2.97,0.84
Chan Ho Park,1998,3.71,2.87,0.84
Chuck Finley,1991,3.80,2.96,0.84
Bob Rush,1953,4.55,3.71,0.84
Brad Penny,2007,3.03,2.19,0.84
Jack Fisher,1968,2.93,2.09,0.84
James Shields,2018,4.50,3.66,0.84
Paul Maholm,2008,3.71,2.87,0.84
Frank Pastore,1982,4.20,3.36,0.84
Tom Zachary,1920,4.09,3.25,0.84
Jim Palmer,1969,2.34,1.50,0.84
Cal Eldred,1997,4.99,4.15,0.84
Jakie May,1927,3.16,2.32,0.84
Lynn Nelson,1939,4.78,3.94,0.84
Steven Matz,2021,3.82,2.98,0.84
Rick Reuschel,1989,2.94,2.10,0.84
Jim Merritt,1970,4.08,3.24,0.84
Ismael Valdez,1999,3.98,3.14,0.84
Jamie Moyer,2004,5.20,4.36,0.84
Dave Sisler,1957,4.78,3.94,0.84
Jamie Moyer,1994,4.77,3.93,0.84
R.A. Dickey,2016,4.46,3.62,0.84
Bob Ojeda,1983,4.12,3.28,0.84
Ryan Franklin,2004,4.90,4.06,0.84
Anthony DeSclafani,2016,3.28,2.44,0.84
Cliff Melton,1939,3.84,3.00,0.84
Darren Oliver,1998,5.73,4.89,0.84
Ricky Bones,1993,4.91,4.07,0.84
Tom Gordon,1996,5.59,4.75,0.84
Jeff Weaver,2005,4.22,3.38,0.84
Howard Ehmke,1920,3.38,2.54,0.84
Johnny Welch,1934,4.30,3.46,0.84
Ben Sheets,2008,3.09,2.25,0.84
Bill Swift,1988,4.98,4.14,0.84
Luke Hochevar,2011,4.68,3.84,0.84
Steve Hargan,1967,2.65,1.81,0.84
Pat Malone,1931,3.98,3.14,0.84
Max Scherzer,2014,3.15,2.31,0.84
Roy Sanders,1918,4.13,3.29,0.84
Al Javery,1944,3.62,2.78,0.84
Bill Stafford,1965,3.45,2.61,0.84
Wayne LaMaster,1937,5.42,4.58,0.84
Jake Junis,2018,4.37,3.53,0.84
Dickey Kerr,1919,3.59,2.75,0.84
Jack Scott,1923,3.98,3.14,0.84
Mike Kekich,1971,4.01,3.17,0.84
Billy Hoeft,1954,4.66,3.82,0.84
Jeff Samardzija,2014,2.99,2.15,0.84
Guy Bush,1935,4.52,3.68,0.84
David Cone,1989,3.54,2.70,0.84
Ray Benge,1932,4.06,3.22,0.84
Scott Elarton,2005,4.61,3.77,0.84
Buck Ross,1936,5.67,4.83,0.84
Jack Sanford,1960,3.92,3.08,0.84
Rudy May,1973,4.36,3.52,0.84
Spencer Turnbull,2019,4.61,3.77,0.84
Phil Ortega,1964,4.34,3.50,0.84
Matt Harrison,2012,3.29,2.45,0.84
Johnny Niggeling,1942,2.72,1.88,0.84
Boo Ferriss,1946,3.27,2.43,0.84
Clarence Mitchell,1926,4.93,4.09,0.84
Les Tietje,1935,4.01,3.17,0.84
Dixie Davis,1924,4.67,3.83,0.84
Dave Burba,2002,5.09,4.25,0.84
Roric Harrison,1975,4.88,4.04,0.84
Ed Morris,1928,3.50,2.66,0.84
Yu Darvish,2022,3.10,2.26,0.84
John Denny,1975,3.72,2.88,0.84
Greg Maddux,2005,4.24,3.40,0.84
Barry Zito,2005,3.86,3.02,0.84
Willie Mitchell,1916,3.97,3.13,0.84
Jair Jurrjens,2008,3.68,2.84,0.84
Scott Sanderson,1989,4.06,3.22,0.84
Nolan Ryan,1981,1.69,0.85,0.84
Dick Donovan,1955,3.19,2.35,0.84
Tom Browning,1990,3.80,2.96,0.84
Gene Brabender,1969,4.02,3.18,0.84
Frank Pastore,1983,4.90,4.06,0.84
Cliff Lee,2009,3.22,2.38,0.84
Denny Galehouse,1946,3.62,2.78,0.84
Aaron Sanchez,2016,3.00,2.16,0.84
Charles Nagy,1991,4.13,3.29,0.84
Marcus Stroman,2017,3.09,2.25,0.84
Clayton Kershaw,2014,1.77,0.93,0.84
Curt Schilling,1996,3.19,2.35,0.84
Francisco Cordova,1999,4.43,3.59,0.84
Tom Rogers,1919,4.53,3.69,0.84
Tommy Bridges,1940,3.46,2.62,0.84
Jake Miller,1929,3.55,2.71,0.84
Bobby Jones,1996,4.42,3.58,0.84
Jack Cronin,1901,3.88,3.04,0.84
Mark Buehrle,2004,3.89,3.05,0.84
Jon Lester,2009,3.41,2.57,0.84
Jeremy Hellickson,2012,3.10,2.26,0.84
Jim Nash,1966,2.10,1.26,0.84
Pete Harnisch,1999,3.68,2.84,0.84
Dave Stewart,1986,3.35,2.51,0.84
Brett Anderson,2019,3.89,3.06,0.83
Bill Lee,1941,3.64,2.81,0.83
Eddie Smith,1939,3.90,3.07,0.83
Roberto Hernandez,2007,3.06,2.23,0.83
Mike Kekich,1972,3.69,2.86,0.83
Neal Heaton,1986,4.19,3.36,0.83
Waite Hoyt,1929,4.04,3.21,0.83
Hank Borowy,1949,4.19,3.36,0.83
Jeremy Guthrie,2008,3.63,2.80,0.83
Ramon Martinez,1996,3.39,2.56,0.83
Daniel Cabrera,2007,5.55,4.72,0.83
Milt Pappas,1967,3.40,2.57,0.83
Paul Hartzell,1977,4.10,3.27,0.83
Pat Hentgen,2000,4.72,3.89,0.83
Bob Brown,1932,3.52,2.69,0.83
Joe Magrane,1990,3.59,2.76,0.83
Chris Peters,1998,3.83,3.00,0.83
Ubaldo Jimenez,2011,4.68,3.85,0.83
Jose Rijo,1988,2.47,1.64,0.83
Vern Kennedy,1943,3.05,2.22,0.83
Alan Benes,1997,2.89,2.06,0.83
Milt Pappas,1959,3.34,2.51,0.83
Ervin Santana,2013,3.24,2.41,0.83
Sterling Hitchcock,1999,4.11,3.28,0.83
Carl Pavano,1998,4.07,3.24,0.83
Bill Bonham,1976,4.27,3.44,0.83
Greg Maddux,1999,3.57,2.74,0.83
Derek Lowe,2010,4.00,3.17,0.83
Russ Meyer,1951,3.51,2.68,0.83
Frank Kitson,1901,2.94,2.11,0.83
Dennis Eckersley,1986,4.59,3.76,0.83
Steve Swetonic,1933,3.59,2.76,0.83
Harry Gumbert,1944,3.47,2.64,0.83
Sam Gibson,1926,3.66,2.83,0.83
Mark Redman,2003,3.59,2.76,0.83
Randy Wolf,2001,3.67,2.84,0.83
Jim Abbott,1993,4.37,3.54,0.83
Mark Buehrle,2001,3.29,2.46,0.83
Livan Hernandez,2005,3.98,3.15,0.83
Mark Gubicza,1986,3.74,2.91,0.83
Ken Johnson,1962,3.92,3.09,0.83
Bryn Smith,1988,3.00,2.17,0.83
Sad Sam Jones,1932,4.38,3.55,0.83
Julio Valera,1992,3.76,2.93,0.83
Dennis Martinez,1994,3.52,2.69,0.83
Bob Knepper,1981,2.18,1.35,0.83
Glendon Rusch,2000,3.96,3.13,0.83
Bob Shawkey,1919,2.91,2.08,0.83
Walt Masterson,1952,3.94,3.11,0.83
Hal Jeffcoat,1956,3.85,3.02,0.83
Scott Baker,2011,3.21,2.38,0.83
Johnny Morrison,1924,4.16,3.33,0.83
Curt Davis,1935,3.49,2.66,0.83
Joe Saunders,2011,3.69,2.86,0.83
Gerrit Cole,2022,3.50,2.67,0.83
Wade Miley,2015,4.46,3.63,0.83
Dutch Ulrich,1927,3.05,2.22,0.83
Jeremy Hellickson,2016,3.71,2.88,0.83
John Burkett,1990,3.85,3.02,0.83
Red Lucas,1937,4.23,3.40,0.83
Steve Sparks,2001,3.67,2.84,0.83
Rudy May,1975,3.08,2.25,0.83
Geremi Gonzalez,1997,4.25,3.42,0.83
Corbin Burnes,2021,2.43,1.60,0.83
Bullet Joe Bush,1925,5.10,4.27,0.83
Sonny Siebert,1969,4.29,3.46,0.83
Frank Smith,1914,3.49,2.66,0.83
Dave LaPoint,1984,3.96,3.13,0.83
Rheal Cormier,1996,4.27,3.44,0.83
Guy Morton,1922,3.93,3.10,0.83
Joe Benz,1916,1.50,0.67,0.83
Milt Watson,1917,3.81,2.98,0.83
Chris Hammond,1995,3.83,3.00,0.83
Curt Simmons,1960,2.69,1.86,0.83
Allie Reynolds,1944,3.53,2.70,0.83
Joe Gibbon,1963,3.81,2.98,0.83
Reggie Cleveland,1974,4.66,3.83,0.83
Paul LaPalme,1953,4.97,4.14,0.83
Bill Sherdel,1927,3.64,2.81,0.83
J.A. Happ,2016,3.18,2.35,0.83
Chris Hammond,1993,4.66,3.83,0.83
Greg Swindell,1989,3.37,2.54,0.83
Carlos Martinez,2017,3.64,2.81,0.83
Carl Hubbell,1938,3.13,2.30,0.83
Bill Wight,1949,3.31,2.48,0.83
Kirk McCaskill,1991,4.26,3.43,0.83
Herb Pennock,1932,4.78,3.95,0.83
Sal Maglie,1955,4.10,3.27,0.83
Josh Johnson,2010,2.30,1.47,0.83
Mike Boddicker,1991,4.11,3.28,0.83
Phil Hughes,2012,4.19,3.36,0.83
Phil Niekro,1984,3.10,2.27,0.83
Frank Baumann,1961,5.82,4.99,0.83
Bill Hart,1901,3.78,2.95,0.83
Roger Wolff,1943,3.39,2.56,0.83
Early Wynn,1956,2.77,1.94,0.83
Jose Rosado,1998,4.68,3.85,0.83
Rube Geyer,1912,4.44,3.61,0.83
Donovan Osborne,1996,3.53,2.70,0.83
Mickey Haefner,1949,4.11,3.28,0.83
Andy Benes,1991,3.03,2.20,0.83
Bob Bruce,1963,3.55,2.72,0.83
Dave Koslo,1948,3.61,2.78,0.83
Doug Davis,2005,3.84,3.01,0.83
Babe Ruth,1919,3.29,2.46,0.83
Harry Gumbert,1941,3.26,2.43,0.83
Hank Johnson,1931,4.94,4.11,0.83
Larry Cheney,1915,2.98,2.15,0.83
Gary Bell,1958,3.58,2.75,0.83
Frank Tanana,1980,4.10,3.27,0.83
Johnny Sain,1951,4.24,3.41,0.83
Jake Wade,1937,5.46,4.63,0.83
Jeriome Robertson,2003,5.04,4.21,0.83
Mel Stottlemyre,1966,3.78,2.95,0.83
Tiny Osborne,1925,4.88,4.05,0.83
Red Causey,1918,3.06,2.23,0.83
Jack Quinn,1919,2.68,1.85,0.83
Jon Gray,2019,3.85,3.02,0.83
Tommy John,1965,3.02,2.19,0.83
Brandon Webb,2006,3.10,2.27,0.83
Mort Cooper,1940,3.80,2.97,0.83
Bob Chesnes,1949,6.03,5.20,0.83
Luis Castillo,2019,3.40,2.57,0.83
Buck Ross,1943,3.19,2.36,0.83
Bill James,1917,2.54,1.71,0.83
Oil Can Boyd,1984,4.14,3.31,0.83
Greg Hibbard,1991,4.52,3.69,0.83
Ron Darling,1984,3.81,2.98,0.83
John Thomson,2003,4.85,4.02,0.83
Tanner Roark,2019,4.35,3.52,0.83
Hal White,1943,3.27,2.44,0.83
Wayne Twitchell,1977,4.21,3.38,0.83
Mario Soto,1984,3.53,2.70,0.83
Kevin Correia,2012,4.20,3.37,0.83
Scott Karl,1997,4.47,3.64,0.83
Ted Lyons,1940,3.33,2.50,0.83
Orel Hershiser,1991,3.46,2.63,0.83
Red Ruffing,1942,3.25,2.42,0.83
Darren Oliver,1999,4.26,3.43,0.83
Alex Fernandez,1994,3.86,3.03,0.83
Mule Watson,1918,3.33,2.50,0.83
Danny MacFayden,1932,4.31,3.48,0.83
Roberto Hernandez,2010,3.77,2.94,0.83
Frank Miller,1919,3.08,2.25,0.83
Ross Grimsley,1971,3.57,2.74,0.83
A.J. Burnett,2002,3.12,2.29,0.83
Dick Ellsworth,1961,4.03,3.20,0.83
Mark Buehrle,2011,3.59,2.76,0.83
Rick Mahler,1982,4.32,3.49,0.83
Eric King,1989,3.39,2.56,0.83
Jeff Suppan,2004,4.16,3.33,0.83
Clark Griffith,1903,2.72,1.89,0.83
Larry Benton,1932,4.41,3.58,0.83
John Candelaria,1983,3.24,2.41,0.83
Schoolboy Rowe,1943,2.87,2.04,0.83
Jesse Haines,1922,3.69,2.86,0.83
Burt Hooton,1983,4.04,3.21,0.83
Al Smith,1940,3.58,2.75,0.83
Eric Rasmussen,1978,4.16,3.33,0.83
Rube Walberg,1931,3.92,3.09,0.83
Clay Hensley,2006,3.56,2.73,0.83
Freddy Peralta,2021,2.85,2.02,0.83
Don Rudolph,1962,3.63,2.80,0.83
Zack Godley,2017,3.40,2.58,0.82
Richard Dotson,1980,4.32,3.50,0.82
Sherry Smith,1917,3.81,2.99,0.82
Logan Gilbert,2022,3.20,2.38,0.82
Luis Mendoza,2012,4.19,3.37,0.82
Nick Pivetta,2022,4.56,3.74,0.82
Tommy Greene,1993,3.47,2.65,0.82
James Edwards,1923,3.45,2.63,0.82
Brian Meadows,1999,5.60,4.78,0.82
Al McBean,1962,3.61,2.79,0.82
Cal Quantrill,2022,3.38,2.56,0.82
Preacher Roe,1945,2.96,2.14,0.82
Kent Bottenfield,1999,3.97,3.15,0.82
Chris Knapp,1978,4.25,3.43,0.82
Jorge de la Rosa,2013,3.49,2.67,0.82
Jack Billingham,1970,3.85,3.03,0.82
Eric Show,1986,2.77,1.95,0.82
Bob Groom,1915,3.27,2.45,0.82
Burleigh Grimes,1925,5.08,4.26,0.82
Derek Lowe,2011,5.05,4.23,0.82
Michael Fulmer,2017,3.83,3.01,0.82
Chien-Ming Wang,2006,3.64,2.82,0.82
Steve Gromek,1955,4.17,3.35,0.82
Trevor Bauer,2017,4.20,3.38,0.82
Bucky Walters,1945,2.68,1.86,0.82
Randy Lerch,1979,3.81,2.99,0.82
